,round,time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
88,1,2022-06-22 17:00:00+09:00,3.0,23.445,84.0,1007.0,3.365,226.5,0.0,0.0,20.5556,16.0934,0.0,277.755,32.2081
89,1,2022-06-22 18:00:00+09:00,4.0,23.35,85.0,1007.0,2.46,220.0,0.0,0.0,21.1111,16.0934,0.0,285.134,20.1403
90,1,2022-06-22 19:00:00+09:00,4.5,23.04,86.5,1007.0,2.015,222.5,0.0,0.0,21.1111,6.43738,0.0,292.695,8.48979
91,1,2022-06-22 20:00:00+09:00,4.5,22.41,90.0,1007.0,2.005,193.0,0.0,0.0,21.1111,6.43738,0.0,300.987,-2.50258
92,1,2022-06-22 21:00:00+09:00,11.0,22.055,91.5,1007.0,2.59,181.5,0.0,0.0,21.1111,6.43738,0.0,310.522,-12.5059
93,1,2022-06-22 22:00:00+09:00,28.5,21.83,93.0,1008.0,2.115,181.0,0.0,0.0,21.1111,6.43738,0.0,321.793,-21.0523
94,1,2022-06-22 23:00:00+09:00,37.5,21.84,92.5,1008.0,2.205,162.0,0.0,0.0,21.1111,6.43738,0.0,335.129,-27.515
95,1,2022-06-23 00:00:00+09:00,43.0,21.72,93.5,1007.0,2.51,149.5,0.0,0.0,20.5556,6.43738,0.0,350.352,-31.1865
96,1,2022-06-23 01:00:00+09:00,8.0,21.695,94.5,1007.0,3.575,133.0,0.0,0.0,21.6667,6.43738,0.0,6.46899,-31.5304
97,1,2022-06-23 02:00:00+09:00,12.5,21.564999999999998,95.5,1006.0,3.785,130.0,0.0,0.0,21.6667,0.402336,0.0,21.9754,-28.49
98,1,2022-06-23 03:00:00+09:00,19.5,21.665,96.0,1006.0,3.965,142.0,0.0,0.0,21.6667,0.402336,0.0,35.7255,-22.527
99,1,2022-06-23 04:00:00+09:00,62.5,21.79,95.5,1005.5,3.8449999999999998,151.0,0.0,0.0,22.2222,10.4607,0.0,47.3918,-14.3408
100,1,2022-06-23 05:00:00+09:00,76.0,21.845,95.5,1005.0,4.33,148.0,0.0,0.0,22.2222,11.7965,0.0,57.235,-4.58503
101,1,2022-06-23 06:00:00+09:00,77.0,21.95,95.0,1005.5,4.665,149.5,0.0,0.0,22.2222,9.65606,0.0,65.7339,6.24062
102,1,2022-06-23 07:00:00+09:00,81.5,22.395,93.0,1005.5,5.695,158.0,0.0,0.0,22.2222,16.0934,0.0,73.4003,17.7815
103,1,2022-06-23 08:00:00+09:00,85.0,22.89,90.0,1006.0,6.585,171.0,0.0,0.0,21.6667,16.0934,1.0,80.7674,29.7827
104,1,2022-06-23 09:00:00+09:00,87.5,22.939999999999998,90.5,1005.5,7.18,179.5,0.14,0.0,21.6667,16.0934,1.0,88.5162,42.0395
105,1,2022-06-23 10:00:00+09:00,93.5,23.314999999999998,89.0,1005.0,7.779999999999999,184.0,0.07,0.0,20.5556,8.04672,1.0,97.8704,54.3308
106,1,2022-06-23 11:00:00+09:00,97.0,23.33,89.5,1005.0,8.335,189.0,0.2,0.0,21.1111,8.04672,2.0,112.047,66.2407
107,1,2022-06-23 12:00:00+09:00,97.5,23.485,88.5,1004.0,8.25,190.0,0.175,0.0,20.5556,16.0934,3.0,142.886,76.2115
108,1,2022-06-23 13:00:00+09:00,98.5,23.79,86.5,1003.5,9.59,197.0,0.0,0.0,19.4444,16.0934,2.0,206.272,77.5258
109,1,2022-06-23 14:00:00+09:00,98.5,23.515,88.0,1003.0,9.97,203.0,0.0,0.0,21.1111,16.0934,2.0,243.77,68.5166
110,1,2022-06-23 15:00:00+09:00,99.0,23.29,89.5,1002.5,9.47,202.5,0.0,0.0,20.0,16.0934,1.0,259.824,56.7931
111,1,2022-06-23 16:00:00+09:00,100.0,23.025,91.0,1002.5,9.07,198.5,0.0,0.0,20.5556,8.04672,1.0,269.774,44.5321
112,1,2022-06-23 17:00:00+09:00,100.0,22.92,91.0,1002.0,9.254999999999999,199.5,0.06,0.0,21.1111,8.04672,0.0,277.718,32.2477
113,1,2022-06-23 18:00:00+09:00,100.0,22.58,93.0,1002.0,9.47,196.5,0.095,0.0,21.1111,16.0934,0.0,285.098,20.1782
114,1,2022-06-23 19:00:00+09:00,100.0,22.38,94.5,1002.0,9.125,196.0,0.36,0.0,21.1111,16.0934,0.0,292.658,8.52497
115,1,2022-06-23 20:00:00+09:00,100.0,22.134999999999998,95.0,1002.5,8.205,194.5,0.395,0.0,20.5556,16.0934,0.0,300.947,-2.47131
116,1,2022-06-23 21:00:00+09:00,100.0,22.134999999999998,94.5,1002.0,8.17,195.0,0.415,0.0,20.0,9.65606,0.0,310.477,-12.4802
117,1,2022-06-23 22:00:00+09:00,100.0,22.15,95.0,1002.0,8.25,199.5,0.62,0.0,20.0,9.65606,0.0,321.742,-21.0342
118,1,2022-06-23 23:00:00+09:00,100.0,22.07,96.0,1002.0,8.084999999999999,206.5,0.895,0.0,20.0,9.65606,0.0,335.072,-27.5071
119,1,2022-06-24 00:00:00+09:00,100.0,21.915,96.5,1002.0,8.120000000000001,204.0,2.44,0.0,20.0,16.0934,0.0,350.293,-31.1909
120,1,2022-06-24 01:00:00+09:00,100.0,22.08,97.5,1000.0,9.365,222.5,2.7,0.0,21.1111,10.460715,0.0,6.41239,-31.5475
121,1,2022-06-24 02:00:00+09:00,100.0,21.965,98.0,999.5,8.535,215.0,1.9000000000000001,0.0,20.5556,3.218685,0.0,21.9269,-28.5184
122,1,2022-06-24 03:00:00+09:00,100.0,21.935000000000002,98.5,999.5,7.07,211.5,0.9500000000000001,0.0,20.5556,3.218685,0.0,35.6868,-22.5639
123,1,2022-06-24 04:00:00+09:00,100.0,21.909999999999997,97.0,999.0,8.52,216.0,1.04,0.0,20.5556,3.218685,0.0,47.3621,-14.3834
124,1,2022-06-24 05:00:00+09:00,100.0,21.92,96.5,999.5,9.25,218.0,1.0699999999999998,0.0,20.5556,3.218685,0.0,57.2123,-4.63125
125,1,2022-06-24 06:00:00+09:00,100.0,21.869999999999997,97.5,1000.0,9.024999999999999,226.5,0.6599999999999999,0.0,20.5556,10.460715,0.0,65.7163,6.19217
126,1,2022-06-24 07:00:00+09:00,100.0,21.75,97.5,1001.0,8.344999999999999,233.5,0.695,0.0,20.0,4.82803,0.0,73.3861,17.7317
127,1,2022-06-24 08:00:00+09:00,100.0,21.68,98.0,1001.0,6.515000000000001,235.0,0.41,0.0,20.0,6.43738,1.0,80.7551,29.7322
128,1,2022-06-24 09:00:00+09:00,100.0,21.68,98.0,1001.0,4.975,227.0,0.21,0.0,20.0,6.43738,1.0,88.5039,41.9886
129,1,2022-06-24 10:00:00+09:00,100.0,21.77,98.0,1001.0,4.6,222.0,0.055,0.0,20.0,8.04672,1.0,97.8537,54.2799
130,1,2022-06-24 11:00:00+09:00,100.0,22.04,97.5,1001.5,5.220000000000001,213.5,0.0,0.0,20.5556,9.65606,2.0,112.009,66.1911
131,1,2022-06-24 12:00:00+09:00,100.0,22.105,97.0,1001.0,5.32,219.0,0.0,0.0,20.5556,9.65606,3.0,142.746,76.1717
132,1,2022-06-24 13:00:00+09:00,100.0,22.11,96.5,1002.0,6.42,221.0,0.06,0.0,21.1111,11.2654,2.0,206.033,77.531
133,1,2022-06-24 14:00:00+09:00,100.0,22.22,93.0,1001.5,6.05,221.5,0.0,0.0,21.1111,11.2654,2.0,243.654,68.5469
134,1,2022-06-24 15:00:00+09:00,100.0,22.42,91.5,1002.0,6.805,211.5,0.135,0.0,21.1111,16.0934,1.0,259.755,56.8291
135,1,2022-06-24 16:00:00+09:00,100.0,22.455,90.0,1002.5,6.645,212.5,0.09,0.0,21.6667,16.0934,1.0,269.722,44.5691
136,1,2022-06-24 17:00:00+09:00,100.0,22.5,88.0,1002.5,5.465,211.5,0.0,0.0,21.6667,16.0934,0.0,277.673,32.2839
137,1,2022-06-24 18:00:00+09:00,100.0,22.395000000000003,90.0,1001.5,5.0649999999999995,201.5,0.0,0.0,22.2222,16.0934,0.0,285.055,20.2124
138,1,2022-06-24 19:00:00+09:00,98.0,22.215,92.5,1002.5,4.77,194.0,0.0,0.0,22.7778,16.0934,0.0,292.615,8.5561
139,1,2022-06-24 20:00:00+09:00,91.5,21.865000000000002,94.0,1002.5,3.855,206.5,0.0,0.0,22.7778,16.0934,0.0,300.901,-2.44461
140,1,2022-06-24 21:00:00+09:00,93.0,21.775,94.0,1003.0,4.234999999999999,200.5,0.0,0.0,22.2222,16.0934,0.0,310.427,-12.4596
141,1,2022-06-24 22:00:00+09:00,80.0,21.645,93.5,1003.5,4.685,196.5,0.0,0.0,22.2222,8.04672,0.0,321.687,-21.0219
142,1,2022-06-24 23:00:00+09:00,76.0,21.619999999999997,93.0,1003.5,5.925000000000001,185.0,0.0,0.0,21.6667,11.2654,0.0,335.013,-27.5056
143,1,2022-06-25 00:00:00+09:00,72.5,21.509999999999998,91.5,1003.5,5.375,178.5,0.0,0.0,21.1111,11.2654,0.0,350.232,-31.202
144,1,2022-06-25 01:00:00+09:00,82.0,21.335,99.0,1004.0,4.685,206.5,0.0,0.0,21.6667,8.04672,0.0,6.35688,-31.5715
145,1,2022-06-25 02:00:00+09:00,85.5,21.23,99.0,1003.5,4.3100000000000005,215.5,0.135,0.0,21.6667,16.0934,0.0,21.8812,-28.5532
146,1,2022-06-25 03:00:00+09:00,88.0,21.14,99.0,1003.5,4.41,197.0,0.485,0.0,21.6667,16.0934,0.0,35.6523,-22.6066
147,1,2022-06-25 04:00:00+09:00,100.0,21.28,98.5,1003.0,3.98,193.5,0.0,0.0,20.5556,16.0934,0.0,47.3373,-14.431
148,1,2022-06-25 05:00:00+09:00,100.0,21.275,98.5,1003.5,4.425000000000001,181.5,0.0,0.0,21.1111,8.04672,0.0,57.195,-4.68178
149,1,2022-06-25 06:00:00+09:00,100.0,21.259999999999998,98.5,1003.5,4.19,167.0,0.0,0.0,21.6667,11.2654,0.0,65.7044,6.13999
150,1,2022-06-25 07:00:00+09:00,100.0,21.42,97.5,1004.0,3.385,163.5,0.46499999999999997,0.0,21.6667,11.2654,1.0,73.3782,17.6786
151,1,2022-06-25 08:00:00+09:00,96.5,21.56,96.5,1005.0,3.605,172.0,0.7649999999999999,0.0,21.6667,11.2654,1.0,80.75,29.6787
152,1,2022-06-25 09:00:00+09:00,93.5,21.865000000000002,95.5,1005.0,5.225,184.5,1.53,0.0,21.6667,11.2654,1.0,88.5001,41.9349
153,1,2022-06-25 10:00:00+09:00,77.5,22.39,93.0,1005.0,5.835000000000001,189.0,1.48,0.0,21.6667,6.43738,2.0,97.8476,54.2261
154,1,2022-06-25 11:00:00+09:00,64.0,22.89,90.5,1005.5,6.095000000000001,195.0,0.68,0.0,21.6667,16.0934,3.0,111.986,66.1379
155,1,2022-06-25 12:00:00+09:00,55.0,23.16,89.5,1005.5,6.734999999999999,204.0,0.805,0.0,22.2222,16.0934,3.0,142.624,76.1263
156,1,2022-06-25 13:00:00+09:00,57.0,23.155,88.5,1005.5,6.615,203.5,0.18,0.0,21.6667,16.0934,3.0,205.782,77.5295
157,1,2022-06-25 14:00:00+09:00,65.0,23.15,88.0,1006.0,7.205,203.0,0.455,0.0,22.2222,16.0934,2.0,243.524,68.5728
158,1,2022-06-25 15:00:00+09:00,69.5,23.31,86.5,1006.0,6.595,208.5,0.18,0.0,22.2222,16.0934,1.0,259.675,56.8615
159,1,2022-06-25 16:00:00+09:00,76.5,23.085,86.5,1006.0,5.9399999999999995,202.0,0.17,0.0,22.2222,16.0934,1.0,269.662,44.6028
160,1,2022-06-25 17:00:00+09:00,87.5,22.84,88.0,1006.0,5.79,192.0,0.105,0.0,22.2222,11.2654,2.0,277.621,32.3166
161,1,2022-06-25 18:00:00+09:00,77.5,22.65,90.0,1006.5,5.9,186.5,0.0,0.0,22.2222,11.2654,1.0,285.007,20.2429
162,1,2022-06-25 19:00:00+09:00,72.0,22.509999999999998,90.5,1007.0,6.09,181.0,0.0,0.0,22.2222,11.2654,0.0,292.567,8.58309
163,1,2022-06-25 20:00:00+09:00,62.0,22.355,91.5,1007.0,5.54,178.5,0.0,0.0,22.2222,11.2654,0.0,300.851,-2.42255
164,1,2022-06-25 21:00:00+09:00,54.0,22.325,91.5,1007.5,5.825,172.0,0.0,0.0,22.2222,11.2654,0.0,310.373,-12.4443
165,1,2022-06-25 22:00:00+09:00,11.5,22.25,92.0,1008.0,6.005,167.5,0.0,0.0,22.2222,11.2654,0.0,321.628,-21.0155
166,1,2022-06-25 23:00:00+09:00,35.0,22.155,93.0,1008.0,5.98,161.5,0.0,0.0,22.7778,11.2654,0.0,334.951,-27.5105
167,1,2022-06-26 00:00:00+09:00,48.0,22.29,92.0,1007.5,6.029999999999999,171.5,0.0,0.0,22.2222,9.65606,0.0,350.171,-31.2199
168,1,2022-06-26 01:00:00+09:00,48.0,22.02,94.0,1008.0,5.875,177.0,0.0,0.0,21.1111,9.65606,0.0,6.30253,-31.6022
169,1,2022-06-26 02:00:00+09:00,58.5,21.825,94.5,1008.0,5.0600000000000005,173.0,0.0,0.0,21.1111,11.2654,0.0,21.8385,-28.5944
170,1,2022-06-26 03:00:00+09:00,65.0,21.95,93.5,1008.0,5.67,163.0,0.0,0.0,21.1111,11.2654,0.0,35.622,-22.6548
171,1,2022-06-26 04:00:00+09:00,88.5,21.915,94.5,1008.0,6.255,166.5,0.0,0.0,21.1111,9.65606,0.0,47.3174,-14.4835
172,1,2022-06-26 05:00:00+09:00,92.5,21.92,94.0,1008.5,6.58,164.5,0.0,0.0,21.1111,8.04672,0.0,57.183,-4.73655
173,1,2022-06-26 06:00:00+09:00,91.5,22.105,93.0,1009.0,6.855,158.5,0.0,0.0,21.1111,8.04672,0.0,65.6984,6.08414
