time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
2022-06-19 13:00:00+09:00,33.0,22.843988888888887,84.0,1007.0,3.28,248.0,0.0,0.0,20.803389830508475,20.81864406779661,9.915254237288135,207.10418619371978,77.43999607367768
2022-06-19 14:00:00+09:00,39.0,22.686968350916157,86.0,1007.0,3.33,271.0,0.0,0.0,20.973333333333333,16.1,5.1,244.08211048291952,68.35319019634112
2022-06-19 15:00:00+09:00,44.0,22.66721111111111,86.0,1007.0,3.71,266.0,0.0,0.0,20.186666666666667,16.26,7.9,259.9891879656649,56.61538359078344
2022-06-19 16:00:00+09:00,2.0,22.845935591338147,83.0,1007.0,3.6,278.0,0.0,0.0,19.843333333333334,20.74,4.933333333333334,269.8950414731495,44.35227445831912
2022-06-19 17:00:00+09:00,3.0,22.70745,84.0,1006.0,3.73,281.0,0.0,0.0,21.1,16.1,2.6666666666666665,277.8248494633625,32.06998928800438
2022-06-19 18:00:00+09:00,3.0,22.52931149361466,85.0,1006.0,3.2,302.0,0.0,0.0,20.6,16.1,1.7142857142857144,285.20422239273125,20.005539284517912
2022-06-19 19:00:00+09:00,4.0,22.34003333333333,85.0,1006.0,2.3,314.0,0.0,0.0,20.8,20.9,0.6666666666666667,292.7724419515591,8.360627226987113
2022-06-19 20:00:00+09:00,5.0,21.73581111111111,87.0,1006.0,1.4,316.0,0.0,0.0,20.5,16.1,0.0,301.0763121422226,-2.623170647744103
2022-06-19 21:00:00+09:00,5.0,21.595966666666666,87.0,1006.0,1.69,338.0,0.0,0.0,20.603333333333335,16.26,0.0,310.62855312294494,-12.61365493154489
2022-06-19 22:00:00+09:00,22.482436882546654,21.556931942919867,88.0,1007.0,1.868424807903403,18.853457738748602,0.0,0.0,20.7,20.74,0.0,321.9221795001419,-21.141031256320264
2022-06-19 23:00:00+09:00,33.0,21.318281423804226,89.0,1007.0,1.78,28.0,0.0,0.0,20.69333333333333,16.1,0.0,335.2830481301726,-27.577073224933986
2022-06-20 00:00:00+09:00,30.0,21.189622431982233,89.0,1007.0,1.54,47.0,0.0,0.0,20.485454545454544,16.041818181818183,0.0,350.5245566479117,-31.214183316571006
2022-06-20 01:00:00+09:00,26.0,21.070238888888888,88.0,1006.0,2.08,31.0,0.0,0.0,20.1,14.5,0.0,6.644286655564144,-31.519608295487398
2022-06-20 02:00:00+09:00,24.0,20.81312184166199,90.0,1006.0,1.99,24.0,0.0,0.0,19.99,14.58,0.0,22.13727074578719,-28.443128818545567
2022-06-20 03:00:00+09:00,29.0,20.575682201010668,91.0,1006.0,1.36,42.0,0.0,0.0,19.78032786885246,15.863934426229509,0.0,35.86514145846053,-22.451057773375815
2022-06-20 04:00:00+09:00,88.02109938922821,20.61508606329817,92.97890061077179,1006.0,1.4249361465852304,47.95780122154358,0.0,0.0,19.4,11.246666666666668,0.0,47.50927065780792,-14.243521792017932
2022-06-20 05:00:00+09:00,84.0,20.555719044975014,93.0,1006.0,1.54,40.0,0.0,0.0,19.389999999999997,9.643333333333333,0.0,57.33463659280682,-4.472976861790248
2022-06-20 06:00:00+09:00,82.0,20.644114380899502,93.0,1006.0,1.83,37.0,0.0,0.0,19.18,7.941818181818181,0.0,65.82109019125676,6.362721172502508
2022-06-20 07:00:00+09:00,80.0,21.060344444444446,91.0,1006.0,1.84,38.0,0.0,0.0,21.3,6.4,0.7,73.48048594041524,17.910292437659724
2022-06-20 08:00:00+09:00,71.0,21.6052,88.0,1006.0,1.7,56.0,0.0,0.0,20.923333333333332,14.5,2.033333333333333,80.84664632888115,29.915751936045538
2022-06-20 09:00:00+09:00,64.0,22.23843975569128,86.0,1006.0,1.16,50.0,0.0,0.0,21.616666666666667,14.393333333333333,3.0,88.60340637466925,42.174566687425866
2022-06-20 10:00:00+09:00,36.968333333333334,22.991083333333332,84.97888888888889,1005.0,1.8320833333333333,344.1688888888889,0.0,0.0,22.083333333333336,11.46,2.966666666666667,97.98445369798469,54.46498885023833
2022-06-20 11:00:00+09:00,31.0,23.437869034406216,83.0,1005.0,1.95,279.0,0.0,0.0,21.57,16.1,2.033333333333333,112.24651215467946,66.36707827308906
2022-06-20 12:00:00+09:00,30.0,23.572094818081588,84.0,1005.0,3.28,277.0,0.0,0.0,20.723333333333333,16.046666666666667,3.066666666666667,143.40664911466968,76.29604489844786
2022-06-20 13:00:00+09:00,30.0,23.458739589117158,84.0,1005.0,2.89,274.0,0.0,0.0,21.383333333333333,14.553333333333333,5.2,206.9165607606624,77.4711128834917
2022-06-20 14:00:00+09:00,28.0,23.923805555555553,82.0,1004.0,3.12,261.0,0.0,0.0,20.936666666666664,16.1,10.9,244.027092780036,68.40021794826328
2022-06-20 15:00:00+09:00,25.0,24.122384658143414,81.0,1004.0,3.57,271.0,0.0,0.0,21.996666666666666,16.206666666666667,7.9,259.96447061150366,56.66469635512293
2022-06-20 16:00:00+09:00,54.0,22.973968871595332,87.0,1004.0,2.24,264.0,0.0,0.0,21.896666666666665,19.193333333333335,4.9,269.87772733860135,44.401845859486095
2022-06-20 17:00:00+09:00,77.0,23.19093281510272,87.0,1003.0,1.76,240.0,0.0,0.0,21.79344262295082,16.1,1.9672131147540983,277.8088690144745,32.11919613288034
2022-06-20 18:00:00+09:00,82.0,23.411274025260845,86.0,1003.0,1.18,247.0,0.0,0.0,21.59491525423729,16.154237288135594,1.0,285.1870702196397,20.053904359348284
2022-06-20 19:00:00+09:00,79.0,23.08934722984092,87.0,1003.0,1.09,352.0,0.0,0.0,21.296969696969697,19.203030303030303,0.9696969696969697,292.7524394007565,8.407549345471264
2022-06-20 20:00:00+09:00,64.18013100436681,22.5007423580786,88.97598253275109,1003.0,1.9001528384279474,30.902838427947586,0.0,0.0,21.206060606060607,16.293939393939397,0.06060606060606055,301.0518147989814,-2.578572848753368
2022-06-20 21:00:00+09:00,53.0,22.30863163656267,89.0,1004.0,1.58,90.0,0.0,0.0,21.003333333333334,15.993333333333334,0.0,310.5977003393094,-12.572716897737289
2022-06-20 22:00:00+09:00,13.0,22.230327050997783,90.0,1004.0,1.31,75.0,0.0,0.0,21.076666666666668,13.006666666666668,0.0,321.88306953046504,-21.105725382296047
2022-06-20 23:00:00+09:00,7.072364971158888,22.039879391714734,90.98793917147351,1004.0,1.6162611431567908,102.66229680125852,0.0,0.0,20.416949152542372,15.883050847457628,0.0,335.2346424716282,-27.550034753156986
2022-06-21 00:00:00+09:00,4.0,22.03,92.0,1003.0,1.93,69.0,0.0,0.0,20.904918032786885,9.778688524590164,0.0,350.46833743966994,-31.198198068907008
2022-06-21 01:00:00+09:00,3.0214884696016773,21.570099580712785,92.0,1003.0,2.703024109014675,51.38679245283019,0.0,0.0,20.983333333333334,11.136666666666667,0.0,6.585019506252877,-31.51638806373077
2022-06-21 02:00:00+09:00,7.0,21.593079034028538,93.0,1002.0,3.91,29.0,0.0,0.0,20.51,6.453333333333334,0.0,22.08069608741232,-28.45230145613446
2022-06-21 03:00:00+09:00,2.1019390581717454,21.17395567867036,91.02548476454294,1002.0,2.629113573407202,39.12742382271468,0.0,0.0,20.796666666666667,8.0,0.0,35.814687833536595,-22.47055674318877
2022-06-21 04:00:00+09:00,0.0,21.05325153374233,92.0,1003.0,3.32,26.0,0.0,0.0,20.67966101694915,8.057627118644067,0.0,47.4654248878623,-14.27080185327349
2022-06-21 05:00:00+09:00,0.0,20.953889196675902,92.0,1003.0,3.6,26.0,0.0,0.0,20.142857142857146,9.957142857142857,0.0,57.296220995930014,-4.505830044407328
2022-06-21 06:00:00+09:00,0.0,20.966308724832214,92.0,1003.0,2.94,41.0,0.0,0.0,20.9,14.5,0.7,65.78636365087448,6.325965362610813
2022-06-21 07:00:00+09:00,0.0,21.348041065482796,90.0,1003.0,2.42,65.0,0.0,0.0,20.814754098360655,12.978688524590165,1.0491803278688525,73.44752755032846,17.870862066887973
2022-06-21 08:00:00+09:00,0.0,22.006580680570803,88.0,1003.0,1.63,10.0,0.0,0.0,21.103333333333335,14.5,2.033333333333333,80.81318058353236,29.874603316883956
2022-06-21 09:00:00+09:00,0.0,23.03,85.0,1003.0,3.157644419517667,347.8351093662367,0.0,0.0,21.196666666666665,14.446666666666667,3.033333333333333,88.56598592949354,42.132591096931144
2022-06-21 10:00:00+09:00,2.0,23.24719512195122,83.0,1003.0,2.48,347.0,0.0,0.0,21.116666666666667,12.736666666666666,3.966666666666667,97.93586286846403,54.42339650577437
2022-06-21 11:00:00+09:00,6.055585248530198,24.0022073757349,81.0277926242651,1003.0,2.897797969000534,321.5831106360235,0.0,0.0,21.6,8.0,3.033333333333333,112.16543054863678,66.32877589522317
2022-06-21 12:00:00+09:00,8.0,23.779894736842106,82.0,1003.0,4.22,307.0,0.0,0.0,21.60666666666667,8.27,4.1,143.21680810630323,76.27376749365062
2022-06-21 13:00:00+09:00,10.0,23.609514398644833,83.0,1003.0,4.71,304.0,0.0,0.0,21.8,16.1,8.142857142857142,206.7149985903851,77.49583486424963
2022-06-21 14:00:00+09:00,13.0,23.570756164383564,84.0,1003.0,4.78,293.0,0.0,0.0,22.383606557377046,16.1,10.901639344262295,243.95671694254628,68.44319200493604
2022-06-21 15:00:00+09:00,16.0,23.393186440677965,84.0,1003.0,4.03,285.0,0.0,0.0,21.89152542372881,16.1,7.9491525423728815,259.92861086322,56.710807531434625
2022-06-21 16:00:00+09:00,16.0,23.423865030674847,84.0,1003.0,3.89,296.0,0.0,0.0,21.403333333333332,16.1,4.933333333333334,269.85173828051506,44.448398978613575
2022-06-21 17:00:00+09:00,12.0,23.045640599001665,85.0,1003.0,3.5,304.0,0.0,0.0,21.49344262295082,16.1,2.9672131147540983,277.7856483227755,32.16527029349034
2022-06-21 18:00:00+09:00,11.0,23.14330560177482,84.0,1003.0,2.63,295.0,0.0,0.0,21.295,16.1,1.9833333333333334,285.1635641479085,20.09884710741188
2022-06-21 19:00:00+09:00,9.0,22.868960176991152,85.0,1004.0,2.77,297.0,0.0,0.0,20.996610169491525,16.1,0.9830508474576272,292.72667538723306,8.450628010775182
2022-06-21 20:00:00+09:00,10.970651013874066,24.000651013874066,87.0,1005.0,2.7202934898612594,306.58697972251866,0.0,0.0,20.79,16.1,0.0,301.0220214243254,-2.5383536766968553
2022-06-21 21:00:00+09:00,9.014388489208633,22.03453237410072,87.0,1005.9856115107914,2.1386330935251796,313.1870503597122,0.0,0.0,20.496610169491525,16.04576271186441,0.0,310.56204792794404,-12.53679000200494
2022-06-21 22:00:00+09:00,9.0,21.674592346089852,89.0,1007.0,0.59,329.0,0.0,0.0,20.4,14.5,0.0,321.83988168268786,-21.076118208366182
2022-06-21 23:00:00+09:00,13.931087289433385,21.586202143950995,89.0,1007.0,0.7872434915773354,302.37212863705975,0.0,0.0,20.593333333333334,8.11,0.0,335.1833253401079,-27.529336725173824
2022-06-22 00:00:00+09:00,11.0,21.53610094287299,89.0,1007.0,1.08,277.0,0.0,0.0,20.39322033898305,11.245762711864407,0.0,350.41091684879314,-31.188978139549633
2022-06-22 01:00:00+09:00,10.0,21.407687188019967,89.0,1007.0,1.57,303.0,0.0,0.0,20.2,9.7,0.0,6.526557719509242,-31.519976098305918
2022-06-22 02:00:00+09:00,12.0,21.259517470881864,89.0,1006.0,1.22,5.0,0.0,0.0,19.98,9.78,0.0,22.026722166767513,-28.467925730811164
2022-06-22 03:00:00+09:00,6.244604316546763,21.014820143884894,89.98561151079137,1006.0,1.091726618705036,41.985611510791365,0.0,0.0,19.59,11.46,0.0,35.76810300522732,-22.49589863337945
2022-06-22 04:00:00+09:00,7.0,20.895763464741812,90.0,1006.0,0.87,51.0,0.0,0.0,19.38392857142857,14.242857142857142,0.0,47.426238863490084,-14.303242478615642
2022-06-22 05:00:00+09:00,10.0,20.92140243902439,89.0,1007.0,1.29,65.0,0.0,0.0,19.1,9.7,0.0,57.26299120824285,-4.543201974717323
2022-06-22 06:00:00+09:00,25.0,21.059584717607972,88.0,1007.0,1.44,80.0,0.0,0.0,19.17,8.245,0.05,65.75728593629992,6.285241492970902
2022-06-22 07:00:00+09:00,38.60600375234522,21.554803001876174,85.0844277673546,1007.0,1.362251407129456,95.54971857410882,0.0,0.0,20.51,12.575000000000001,1.05,73.42077990194423,17.82790372993318
2022-06-22 08:00:00+09:00,41.1545842217484,22.09183368869936,81.90724946695096,1008.0,0.8239125799573561,133.60767590618337,0.0,0.0,20.71,6.48,2.05,80.78674709825242,29.830240317010798
2022-06-22 09:00:00+09:00,46.0,22.795927977839337,79.0,1008.0,1.26,184.0,0.0,0.0,20.870491803278686,8.240983606557377,3.0,88.53690950158779,42.08755138806612
2022-06-22 10:00:00+09:00,50.0,23.444771601541003,77.0,1008.0,2.24,220.0,0.0,0.0,20.35084745762712,13.008474576271187,2.9661016949152543,97.89784608194304,54.378625275816326
2022-06-22 11:00:00+09:00,69.0,27.03,77.0,1008.0,3.64,228.0,0.0,0.0,21.745,16.1,2.0,112.09879810870979,66.28661205070576
2022-06-22 12:00:00+09:00,69.0,23.4441784989858,79.9634888438134,1008.9878296146045,4.440141987829615,232.93914807302232,0.0,0.0,20.714754098360654,16.1,2.2950819672131146,143.04321555811526,76.24556822023234
2022-06-22 13:00:00+09:00,75.0,23.493682750970603,81.0,1008.0,4.55,224.0,0.0,0.0,20.986666666666668,16.1,8.1,206.50006171103718,77.514097749366
2022-06-22 14:00:00+09:00,62.0,23.7595469988675,81.0,1008.0,4.08,230.0,0.0,0.0,20.61818181818182,16.1,10.89090909090909,243.87106104650715,68.48202663583731
2022-06-22 15:00:00+09:00,36.303609341825904,23.534925690021232,83.96496815286625,1007.011677282378,3.615488322717622,225.0583864118896,0.0,0.0,21.1,16.1,5.9,259.8816443654701,56.75363484609367
2022-06-22 16:00:00+09:00,46.858747993579456,23.610497592295346,84.0,1007.0,3.274365971107544,227.96147672552166,0.0,0.0,20.770491803278688,20.663934426229506,4.901639344262295,269.81710664114485,44.49185403069836
2022-06-22 17:00:00+09:00,66.75161987041037,23.726690064794816,83.01241900647948,1007.0,2.6379481641468683,229.97516198704105,0.0,0.0,20.236363636363635,16.1,2.963636363636364,277.75522199338326,32.20813445630984
2022-06-22 18:00:00+09:00,55.0,23.825576923076923,83.0,1007.0,2.13,234.0,0.0,0.0,21.2,16.1,1.3,285.1337430742647,20.1402933793973
2022-06-22 19:00:00+09:00,44.0,23.538009977827052,84.0,1007.0,1.54,215.0,0.0,0.0,21.085,20.66,0.95,292.69519472148613,8.489793458685886
2022-06-22 20:00:00+09:00,36.16920806689621,23.085238563698965,85.95769798327595,1007.0,1.1876143630103295,165.07870142646334,0.0,0.0,20.824590163934428,16.1,0.0,300.9869843936141,-2.50257672835519
2022-06-22 21:00:00+09:00,28.08121546961326,22.726276243093924,86.97292817679558,1008.0,1.3708453038674033,138.35027624309393,0.0,0.0,21.283050847457627,16.208474576271186,0.0,310.5216572978743,-12.505929241101438
2022-06-22 22:00:00+09:00,4.0,22.546511627906977,87.0,1008.0,2.95,136.0,0.0,0.0,20.790322580645164,19.14516129032258,0.0,321.7926869773703,-21.05225310539309
2022-06-22 23:00:00+09:00,4.0,22.0032667775929,91.0,1008.0,3.16,138.0,0.0,0.0,20.6,16.1,0.0,335.1291760549779,-27.51500769653167
2022-06-23 00:00:00+09:00,19.0,21.72683860232945,93.0,1008.0,3.39,141.0,0.0,0.0,20.904999999999998,8.485,0.0,350.3523790775663,-31.186534778112286
2022-06-23 01:00:00+09:00,18.0,21.43092971776425,96.0,1007.0,3.67,135.0,0.0,0.0,21.045,17.62,0.0,6.468986041750611,-31.530365289283658
2022-06-23 02:00:00+09:00,22.0,21.52057142857143,96.0,1006.0,3.94,127.0,0.0,0.0,21.875,16.1,0.0,21.97542993892904,-28.48997675858909
2022-06-23 03:00:00+09:00,28.0,21.72681994459834,95.0,1006.0,3.74,135.0,0.0,0.0,21.40983606557377,16.1,0.0,35.72546051046237,-22.527042879598607
2022-06-23 04:00:00+09:00,99.0,22.013695290858728,96.0,1005.0,3.93,149.0,0.0,0.0,21.623333333333335,16.046666666666667,0.0,47.39177696534864,-14.340790413583008
2022-06-23 05:00:00+09:00,99.0,22.174440977639104,96.0,1005.0,4.1767498699948,154.9219968798752,0.0,0.0,22.303333333333335,14.5,0.0,57.23500271353731,-4.58502971595399
2022-06-23 06:00:00+09:00,100.0,22.19070116861436,96.0,1005.0,4.84,158.0,0.0,0.0,22.403333333333332,14.34,0.0,65.7339049916526,6.2406196836499195
2022-06-23 07:00:00+09:00,95.0,22.637535330695307,94.0,1005.0,5.1,158.0,0.0,0.0,22.506666666666668,9.86,0.03333333333333333,73.40028509835469,17.781492864500922
2022-06-23 08:00:00+09:00,96.0,23.075243902439027,91.0,1005.0,5.97,169.0,0.0,0.0,22.710169491525424,14.5,1.0,80.76738392620763,29.782742401974335
2022-06-23 09:00:00+09:00,96.46878001921229,25.147195004803073,93.17963496637849,1004.8828049951969,6.066493756003842,179.70317002881845,0.0,0.0,22.98,14.34,1.1,88.51621338660323,42.03953029349074
2022-06-23 10:00:00+09:00,100.0,23.955907828983896,87.0,1004.0,7.17,185.0,0.0,0.0,22.6,11.540000000000001,3.0,97.87044334290147,54.33076105307058
2022-06-23 11:00:00+09:00,100.0,23.894661862527716,88.0,1004.0,8.47,189.0,0.0,0.0,22.610000000000003,15.780000000000001,2.95,112.04668838193379,66.24067657374812
2022-06-23 12:00:00+09:00,100.0,24.16133893557423,87.0,1004.0,9.39,189.0,0.0,0.0,22.805882352941175,10.076470588235294,2.0588235294117645,142.88628959549902,76.21152785596475
2022-06-23 13:00:00+09:00,100.0,24.13132768361582,87.0,1003.0,9.59,194.0,0.0,0.0,22.9,16.1,3.75,206.27238543404795,77.52583819693362
2022-06-23 14:00:00+09:00,100.0,24.069889196675902,86.0,1003.0,9.8,203.0,0.0,0.0,22.79,16.1,4.8,243.77023633919106,68.51663066897828
2022-06-23 15:00:00+09:00,97.09934853420195,24.047888165038003,87.03311617806732,1002.0331161780673,10.277149837133551,200.06623235613463,0.4350977198697069,0.0,22.6,16.1,1.0,259.8236223795758,56.793090864928146
2022-06-23 16:00:00+09:00,100.0,23.554745293466222,90.0,1002.0,10.47,196.0,0.13193798449612404,0.0,22.695081967213113,14.578688524590165,1.0491803278688525,269.77387476371916,44.532126900053186
2022-06-23 17:00:00+09:00,100.0,23.1867387687188,92.0,1001.0,10.45,199.0,0.0,0.0,22.6,16.1,1.7142857142857144,277.71763222289326,32.24770779861858
2022-06-23 18:00:00+09:00,100.0,22.9664435840708,93.0,1001.0,10.1,199.0,5.5360730088495576,0.0,22.396666666666665,16.046666666666667,0.9666666666666667,285.09765224510807,20.178166313991305
2022-06-23 19:00:00+09:00,100.0,22.582560975609756,94.0,1001.0,9.29,193.0,0.0,0.0,22.3,14.5,0.0,292.65804784991985,8.524974008673793
2022-06-23 20:00:00+09:00,100.0,22.399420131291027,95.0,1001.0,8.43,198.0,0.10824398249453004,0.0,22.303333333333335,16.046666666666667,0.0,300.94676126910883,-2.4713066980089664
2022-06-23 21:00:00+09:00,100.0,22.2961231281198,95.0,1001.987798114254,8.221103716028841,194.02440377149196,0.0,0.0,22.4,14.5,0.0,310.4765947441498,-12.480189863861535
2022-06-23 22:00:00+09:00,100.0,22.292248358862143,95.0,1001.0,8.48,199.0,4.881187089715536,0.0,22.406779661016948,14.22542372881356,0.0,321.7415611368209,-21.03417282451919
2022-06-23 23:00:00+09:00,100.0,22.110489160644804,97.0,1001.0,9.45,206.0,8.617998888271263,0.0,22.6,6.4,0.0,335.07227862491357,-27.507074700944095
2022-06-24 00:00:00+09:00,100.0,23.043296398891968,97.0,1000.0,9.95,212.0,0.3229695290858725,0.0,22.6,6.4,0.0,350.29281318146315,-31.19087674543736
2022-06-24 01:00:00+09:00,100.0,23.03,98.0,1000.0,8.27,222.0,8.555927552140504,0.0,22.691666666666666,7.866666666666667,0.0,6.412394071876179,-31.547545005346617
2022-06-24 02:00:00+09:00,100.0,23.03,98.0,999.011948051948,7.88465974025974,221.01194805194805,6.64763116883117,0.0,22.50677966101695,4.8,0.0,21.926904583238183,-28.518425194374856
2022-06-24 03:00:00+09:00,100.0,21.876553238199783,99.0,999.0,7.41,215.0,2.1572557628979143,0.0,22.669999999999998,5.205,0.0,35.686836893613986,-22.563943835497057
2022-06-24 04:00:00+09:00,100.0,23.042749445676275,97.0,999.0,10.72,211.0,2.3544456762749446,0.0,22.095000000000002,12.415000000000001,0.0,47.36210522062265,-14.383387093009915
2022-06-24 05:00:00+09:00,100.0,23.006961053208997,96.0,999.0,10.88,217.0,2.0380142622051567,0.0,22.014754098360655,3.436065573770492,0.0,57.212311421480024,-4.631245119905561
2022-06-24 06:00:00+09:00,100.0,23.03,98.0,1000.0,8.14,232.0,1.328888888888889,0.0,22.3,8.0,0.0,65.71626815138433,6.192174942026685
2022-06-24 07:00:00+09:00,100.0,23.03,99.0,1001.0,5.98,234.0,1.1778239202657808,0.0,22.105,6.4,0.05,73.38608368782383,17.73170931964698
2022-06-24 08:00:00+09:00,100.0,21.429767054908485,98.0,1000.0,5.01,256.0,0.016228508042152034,0.0,22.215,6.4,1.0,80.75512652794396,29.732192842533586
2022-06-24 09:00:00+09:00,100.0,21.703620071684586,97.02252944188427,1000.0,4.3648694316436245,250.13517665130567,0.0,0.0,22.495,6.48,1.0,88.5039298132873,41.988613602954864
2022-06-24 10:00:00+09:00,100.0,21.67142538975501,97.0,1000.0,3.26,203.0,0.0,0.0,22.389999999999997,8.0,1.0,97.85368768975775,54.27989183395634
2022-06-24 11:00:00+09:00,100.0,21.808705114254625,96.0,1001.0,4.0,189.0,0.7158433079434167,0.0,22.175,8.0,1.05,112.00915942826435,66.19106029823944
2022-06-24 12:00:00+09:00,100.0,24.03,95.0,1001.0,5.09,199.0,0.0,0.0,21.695,8.165,2.05,142.74640625729836,76.17172953323016
2022-06-24 13:00:00+09:00,96.0,22.43351246537396,93.0,1000.0,3.92,224.0,0.0,0.0,21.61607142857143,11.214285714285715,3.0,206.03267219368956,77.53099422345973
2022-06-24 14:00:00+09:00,94.0,22.730980609418282,92.0,1001.0,4.69,223.0,0.0,0.0,21.9,9.7,2.3636363636363638,243.65438597643725,68.5469081063578
2022-06-24 15:00:00+09:00,95.0,22.816130653266335,93.0,1001.0,5.75,220.0,0.0,0.0,21.7,9.862711864406778,7.898305084745763,259.7546108957729,56.8290836275765
2022-06-24 16:00:00+09:00,97.0,22.568734463276837,92.0,1001.0,5.57,219.0,0.0,0.0,21.7,14.5,3.5,269.7220942339226,44.5691297748874
2022-06-24 17:00:00+09:00,89.0,22.536109865470852,92.0,1001.0,5.3,229.0,0.0,0.0,22.167213114754098,15.995081967213116,2.0,277.67292809244395,32.28390660515397
2022-06-24 18:00:00+09:00,80.0,25.055498891352553,94.0,1002.0,4.47,229.0,0.0,0.0,22.515,6.4,0.95,285.05534255532314,20.21238692072938
2022-06-24 19:00:00+09:00,67.0,21.97847198641766,95.0,1002.0,3.86,210.0,0.0,0.0,22.795,6.4,0.0,292.61529012305596,8.556096598983117
2022-06-24 20:00:00+09:00,64.0,21.691242373821407,97.0,1003.0,4.87,202.0,0.0,0.0,22.695,6.32,0.0,300.9014140109558,-2.44460891576982
2022-06-24 21:00:00+09:00,66.0,21.562813852813854,98.0,1003.0,4.59,200.0,0.0,0.0,22.6,4.8,0.0,310.4269305809876,-12.459627014739358
2022-06-24 22:00:00+09:00,49.0,21.236080931263857,98.0,1004.0,3.89,199.0,0.0,0.0,22.595081967213115,4.8,0.0,321.6865836337415,-21.02191928387586
2022-06-24 23:00:00+09:00,54.0,21.108121964382082,99.0,1004.0,4.14,187.0,0.0,0.0,22.493333333333332,4.8,0.0,335.0127207302913,-27.505563217523502
2022-06-25 00:00:00+09:00,59.0,20.96613062568606,99.0,1003.0,3.42,171.0,0.0,0.0,22.303333333333335,4.746666666666666,0.0,350.23231203936683,-31.202010488134874
2022-06-25 01:00:00+09:00,62.0,20.767803660565725,98.0,1004.0,3.01,178.0,0.0,0.0,22.403389830508473,3.2542372881355934,0.0,6.356875309147995,-31.571501478205292
2022-06-25 02:00:00+09:00,65.0,20.564750554323723,99.0,1004.0,2.94,196.0,0.0,0.0,22.509836065573772,4.701639344262295,0.0,21.88123468330673,-28.55323780037468
2022-06-25 03:00:00+09:00,61.08612975391499,20.652080536912752,98.01230425055928,1004.0,3.3260626398210293,166.2460850111857,0.0,0.0,22.703389830508474,2.8135593220338984,0.0,35.65231104120306,-22.606551483403113
2022-06-25 04:00:00+09:00,66.0,24.03,98.0,1004.0,4.19,163.0,0.0,0.0,22.815,3.2,0.0,47.337290774453265,-14.430969457006913
2022-06-25 05:00:00+09:00,67.0,20.96220218579235,98.0,1004.0,4.62,159.0,0.0,0.0,23.082089552238806,3.2,0.0,57.19497325540817,-4.6817757127747965
2022-06-25 06:00:00+09:00,66.0,21.000819944598337,98.0,1004.0,3.91,146.0,0.0,0.0,22.723880597014926,3.2,0.0,65.70442182100578,6.139986232664106
2022-06-25 07:00:00+09:00,66.0,21.615581778265643,96.0,1005.0,4.47,160.0,0.0,0.0,22.78,3.2800000000000002,1.0,73.37821441231415,17.678636390529608
2022-06-25 08:00:00+09:00,62.0,22.410899500277623,92.0,1005.0,4.97,171.0,0.0,0.0,22.43934426229508,4.878688524590164,1.0491803278688525,80.75000757353467,29.678677727346837
